     -412.6834826156    42566.2342611614         1         1         2     3759.5753377432    20162.5271598761    21205.8389112928
     -416.4328773620    42564.8777832790         1         2         3     3932.7064725056    22685.0179575145    24284.5498354077
     -416.4606583041    42562.1566764169         1         3         4     4404.6821064346    21241.3995459010    23182.1048100171
     -414.7221044631    42560.8193570178         1         4         5     3955.6772573021    21700.9286744959    23816.9342444426
     -414.6218663416    42556.0239549746         1         5         6     4614.4562663626    19539.4051265084    22230.6725214270
     -415.6933320072    42562.1904517279         1         6         7     4568.7570869937    19281.7543046503    21993.3945035001
     -415.7461459639    42561.9426343222         1         7         8     4372.8510681295    18774.6598546187    21286.7416095414
     -415.6698035098    42564.8857868874         1         8         9     4807.4855148462    17483.9654611118    20325.1995708086
     -418.7830742111    42569.6109821510         1         9        10     5458.3092559748    14766.6067882836    18166.3658974662
     -418.9448983105    42570.8924572772         1        10        11     5492.9640520474    15089.5484981421    18876.5873080188
     -418.5120005565    42569.3205381815         1        11        12     5386.2970970654    15665.5284903961    19458.8130831393
     -417.4149963458    42564.5925582528         1        12        13     5162.0231734100    16105.1801820639    19693.6527646447
     -417.2867241751    42571.0966717940         1        13        14     5852.0992753029    14979.6942971975    19274.9164221442
     -417.1350133193    42565.0996784810         1        14        15     6249.9163513344    14209.4360399340    18718.1566734779
     -418.3339524522    42570.0582561771         1        15        16     6396.5880347139    13842.7361363403    18502.5393791197
     -417.5977888261    42566.2977642684         1        16        17     6803.1986402614    12509.1938544000    17363.4631103405
     -417.2554596494    42566.2418180274         1        17        18     6726.7328384503    13358.6187199872    18145.3003498916
     -419.9943116125    42571.1262739643         1        18        19     6909.3935546836    13131.5328959046    17874.4360127141
     -419.8408151854    42570.3197330896         1        19        20     7177.1910177221    12455.4316224076    17205.8146907450
     -420.1774748274    42571.3022237636         1        20        21     7699.3137569247     9855.1860435063    15355.9077422357
     -413.7638773229    42573.7558172818         1        21        22     7487.8007844794    10148.4720352808    14807.6818570466
     -418.8383901656    42567.0936640097         1        22        23     8226.9866555764    10402.6700204291    16101.9568561333
     -418.5093758038    42561.9642278232         1        23        24     8191.0991505088    10963.8068084901    16781.3602417126
     -415.7699053379    42559.8843982717         1        24        25     8161.5017583601    10975.4961627315    16856.0162570820
     -413.7083968518    42559.9604476176         1        25        26     8215.6473214173    11351.6244934481    17270.8790996701
     -412.2179801143    42568.0795457079         1        26        27     7223.0601599145     9866.5006818845    13978.0233110250
     -432.4974053673    42606.4509289772         1        27        28     4556.7076452107     9121.4998351568    10074.4285879959
     -427.5498814015    42602.8023467649         1        28        29     4415.6082655307     8758.5415730723     9653.9159102166
     -442.2926462405    42619.7897364199         1        29        30     3533.6259497220     9133.2371560407     9406.7201609397
     -441.9671565519    42617.0717352155         1        30        31     3591.2161985105     9054.2353448364     9289.1841931390
     -441.9632037922    42614.8625816414         1        31        32     3628.2741799613     9040.7736293665     9207.7804527784
     -439.9105428500    42614.7753276229         1        32        33     3666.0382278830     9068.1740946019     9145.4109480983
     -444.5576081910    42615.6379118811         1        33        34     3682.0680325299     9038.3135991091     9230.3200172182
     -443.5460757575    42617.7505550085         1        34        35     3794.7393068735     8765.6525948348     8887.3549939255
     -443.5298417873    42615.7650539536         1        35        36     3783.7362637505     8799.2626582746     8957.2215234045
     -445.8962358909    42620.4443643016         1        36        37     3759.2398495825     8755.4482837504     8986.8966794772
     -447.8159565203    42619.5728047539         1        37        38     3747.8151996203     8821.6256005852     9093.4306699865
     -447.5811545590    42624.3459007212         1        38        39     3689.1427468837     8498.6742284317     8904.7161536141
