     -169.361945964207905      519.008500698187277         1         1         2       59.0685138227       61.0553599196       66.9277053042
     -168.759107759549806      512.074885626003038         1         3         4       58.1406754087       60.7602915863       70.0186500961
     -168.277106889682727      513.484196133625346         1         5         6       58.0188384711       60.6742245147       71.6113255847
     -168.331767424319082      516.175925458466281         1         7         5       57.2439290518       60.7589717444       73.3874273391
     -170.877492660690081      525.943524630611819         2         8         9       56.3617118382       59.6676073424       75.3864178930
     -170.793123433790157      525.142284101633095         1         9        10       55.9236264779       61.1215116737       73.5226502001
     -169.034429994281140      511.171243912288162         1         6        11       56.4422738645       61.7178050107       71.0995477680
     -168.907930033146869      511.402942500531822         1         6        12       57.0964892376       61.5499223216       70.3824951116
     -169.265532653752928      517.405416527808484         1         4         1       57.9949955001       60.8207108992       69.0462471660
     -170.979067132068423      521.965321796145417         1        10         6       55.7428117795       60.9901294505       73.7518282664
     -169.175805075954770      510.764775779412332         1        12         3       56.5632837005       62.5655709915       69.6027061143
