     -169.403102763540545      520.527853268869080     1       58.8399774551       60.8497059222       67.7880496912
     -173.928426590627964      538.668902793976144    48       61.0912066056       61.0912067955       61.0912072523
     -169.205253906214921      512.433786480948584     1       56.5898755232       62.7391668556       69.2875369727
     -169.266920456807298      517.079956786916455     1       57.8352245364       60.8298861842       69.2890415531
     -168.415319534113138      518.875887826861458     1       58.1124895430       60.3639584623       72.4459082042
     -170.992492629051611      524.126533429432584     1       55.6720886892       61.1532796246       73.7601019331
     -169.355866230312301      521.356675002685279     1       53.5917364966       64.6017466997       74.1022121527
     -173.252378415649559      534.391888434640578    10       57.2204539120       57.2204547577       77.8839496700
     -170.956894617602359      529.545244244304740     2       56.1601753391       60.5267189902       74.2809101303
     -172.877736411172606      532.373161430179721     1       56.0677106226       59.7701456869       74.2584149559
     -169.102941660861887      514.702573791914233     1       56.8921705956       61.2223304405       71.4070900505
     -169.304465679698268      512.726237991002790     1       56.2947538240       62.2470987213       70.6529274743
