94.0 219.0806696 94.00000000
287.0 463.0592649 287.0000000
1459.0 2388.327499 1459.000000
76.0 148.5669109 76.00000000
92.0 197.0732087 92.00000000
53.0 108.1470859 53.00000000
64.0 118.6146982 64.00000000
321.0 653.8482279 321.0000000
1399.0 2146.278943 1399.000000
11815.0 26087.31439 11815.00000
97.0 263.8838056 97.00000000
7105.0 13263.40273 7105.000000
2194.0 3530.938211 2194.000000
55.0 132.4620794 55.00000000
21.0 16.70085012 21.00000000
873.0 1430.284444 873.0000000
1482.0 2592.543024 1482.000000
3901.0 6479.326899 3901.000000
5016.0 10018.99719 5016.000000
40077.0 78665.89028 40077.00000
47.0 77.31644191 47.00000000
32.0 46.43017937 32.00000000
54.0 112.5025848 54.00000000
17.0 18.50305337 17.00000000
63.0 128.7273750 63.00000000
7635.0 16450.87420 7635.000000
5172.0 8963.031325 5172.000000
33.0 54.81991241 33.00000000
18.0 35.86557636 18.00000000
52230.0 95577.65537 52230.00000
58.0 94.43036581 58.00000000
24.0 41.72517123 24.00000000
36128.0 81371.55683 36128.00000
59.0 101.1760155 59.00000000
109.0 228.5187351 109.0000000
38.0 80.02617586 38.00000000
85.0 133.6197626 85.00000000
156.0 425.7109605 156.0000000
44.0 79.71571077 44.00000000
2123.0 3629.137583 2123.000000
2557.0 4346.452876 2557.000000
27.0 41.12113059 27.00000000
10993.0 18489.60502 10993.00000
47519.0 97616.18131 47519.00000
961.0 1561.811391 961.0000000
12.0 24.37198343 12.00000000
227.0 432.0168967 227.0000000
70.0 109.1875859 70.00000000
116.0 234.8767589 116.0000000
91.0 179.4393163 91.00000000
39.0 94.83841899 39.00000000
2581.0 4188.311279 2581.000000
8495.0 17112.27734 8495.000000
56.0 96.68384553 56.00000000
26.0 62.30023729 26.00000000
524.0 1006.706909 524.0000000
51571.0 100930.2185 51571.00000
30.0 80.25531161 30.00000000
1628.0 2743.130678 1628.000000
1102.0 1787.239725 1102.000000
54.0 120.6858886 54.00000000
5600.0 10041.14363 5600.000000
3594.0 6010.451077 3594.000000
6657.0 13240.70907 6657.000000
3354.0 5904.257907 3354.000000
1617.0 2798.328232 1617.000000
59.0 134.2215330 59.00000000
58.0 93.58692849 58.00000000
1427.0 2405.122366 1427.000000
15004.0 28628.48675 15004.00000
2455.0 4803.228777 2455.000000
35904.0 71141.08637 35904.00000
341.0 625.1300347 341.0000000
2006.0 3437.951711 2006.000000
26.0 38.12382650 26.00000000
646.0 1006.645443 646.0000000
7070.0 16453.80155 7070.000000
79.0 121.1984403 79.00000000
47.0 79.24713775 47.00000000
66.0 175.1468274 66.00000000
31.0 65.39945195 31.00000000
96.0 160.4714364 96.00000000
173.0 358.5901813 173.0000000
42.0 80.34107310 42.00000000
1100.0 1686.732567 1100.000000
91814.0 180996.9598 91814.00000
14404.0 26133.61913 14404.00000
2190.0 3724.641785 2190.000000
49.0 66.36184223 49.00000000
49.0 108.9059835 49.00000000
46.0 98.64673382 46.00000000
91.0 168.6141191 91.00000000
