       22.8183000000        1.0000000000     1        1.0000000000        1.0000000000        1.0000000000
        3.1655000000        1.0000000000     1        1.0000000000        1.0000000000        1.0000000000
       17.2474000000        1.0000000000     1        1.0000000000        1.0000000000        1.0000000000
       20.5693000000        1.0000000000     1        1.0000000000        1.0000000000        1.0000000000
       24.4762000000        1.0000000000     1        1.0000000000        1.0000000000        1.0000000000
       36.6520000000        1.0000000000     1        1.0000000000        1.0000000000        1.0000000000
       21.4863000000        1.0000000000     1        1.0000000000        1.0000000000        1.0000000000
       20.6016000000        1.0000000000     1        1.0000000000        1.0000000000        1.0000000000
       21.7981000000        1.0000000000     1        1.0000000000        1.0000000000        1.0000000000
       24.8038000000        1.0000000000     1        1.0000000000        1.0000000000        1.0000000000
       30.4005000000        1.0000000000     1        1.0000000000        1.0000000000        1.0000000000
        8.7307300000        1.0000000000     1        1.0000000000        1.0000000000        1.0000000000
        8.5236900000        1.0000000000     1        1.0000000000        1.0000000000        1.0000000000
       33.4994000000        1.0000000000     1        1.0000000000        1.0000000000        1.0000000000
        3.2863800000        1.0000000000     1        1.0000000000        1.0000000000        1.0000000000
       23.3376000000        1.0000000000     1        1.0000000000        1.0000000000        1.0000000000
        1.4474300000        1.0000000000     1        1.0000000000        1.0000000000        1.0000000000
        4.4835400000        1.0000000000     1        1.0000000000        1.0000000000        1.0000000000
       27.8672000000        1.0000000000     1        1.0000000000        1.0000000000        1.0000000000
       18.2599000000        1.0000000000     1        1.0000000000        1.0000000000        1.0000000000
       28.7075000000        1.0000000000     1        1.0000000000        1.0000000000        1.0000000000
       31.7760000000        1.0000000000     1        1.0000000000        1.0000000000        1.0000000000
       23.1317000000        1.0000000000     1        1.0000000000        1.0000000000        1.0000000000
        1.7024700000        1.0000000000     1        1.0000000000        1.0000000000        1.0000000000
       25.6594000000        1.0000000000     1        1.0000000000        1.0000000000        1.0000000000
       21.3127000000        1.0000000000     1        1.0000000000        1.0000000000        1.0000000000
       38.3318000000        1.0000000000     1        1.0000000000        1.0000000000        1.0000000000
       26.1868000000        1.0000000000     1        1.0000000000        1.0000000000        1.0000000000
       14.8657000000        1.0000000000     1        1.0000000000        1.0000000000        1.0000000000
       23.3026000000        1.0000000000     1        1.0000000000        1.0000000000        1.0000000000
       14.8371000000        1.0000000000     1        1.0000000000        1.0000000000        1.0000000000
       28.9425000000        1.0000000000     1        1.0000000000        1.0000000000        1.0000000000
        5.9622700000        1.0000000000     1        1.0000000000        1.0000000000        1.0000000000
       24.5138000000        1.0000000000     1        1.0000000000        1.0000000000        1.0000000000
       28.4992000000        1.0000000000     1        1.0000000000        1.0000000000        1.0000000000
        5.9654800000        1.0000000000     1        1.0000000000        1.0000000000        1.0000000000
       13.1732000000        1.0000000000     1        1.0000000000        1.0000000000        1.0000000000
       20.4635000000        1.0000000000     1        1.0000000000        1.0000000000        1.0000000000
       27.8354000000        1.0000000000     1        1.0000000000        1.0000000000        1.0000000000
       25.4855000000        1.0000000000     1        1.0000000000        1.0000000000        1.0000000000
       22.2854000000        1.0000000000     1        1.0000000000        1.0000000000        1.0000000000
       10.5845000000        1.0000000000     1        1.0000000000        1.0000000000        1.0000000000
       14.1031000000        1.0000000000     1        1.0000000000        1.0000000000        1.0000000000
       14.7485000000        1.0000000000     1        1.0000000000        1.0000000000        1.0000000000
       12.2802000000        1.0000000000     1        1.0000000000        1.0000000000        1.0000000000
       18.0466000000        1.0000000000     1        1.0000000000        1.0000000000        1.0000000000
       16.3615000000        1.0000000000     1        1.0000000000        1.0000000000        1.0000000000
       12.6019000000        1.0000000000     1        1.0000000000        1.0000000000        1.0000000000
       27.1406000000        1.0000000000     1        1.0000000000        1.0000000000        1.0000000000
        2.1567100000        1.0000000000     1        1.0000000000        1.0000000000        1.0000000000
       20.7289000000        1.0000000000     1        1.0000000000        1.0000000000        1.0000000000
       10.7986000000        1.0000000000     1        1.0000000000        1.0000000000        1.0000000000
       34.5663000000        1.0000000000     1        1.0000000000        1.0000000000        1.0000000000
       18.8080000000        1.0000000000     1        1.0000000000        1.0000000000        1.0000000000
       36.6459000000        1.0000000000     1        1.0000000000        1.0000000000        1.0000000000
       34.6607000000        1.0000000000     1        1.0000000000        1.0000000000        1.0000000000
       37.6890000000        1.0000000000     1        1.0000000000        1.0000000000        1.0000000000
       16.6305000000        1.0000000000     1        1.0000000000        1.0000000000        1.0000000000
       19.4277000000        1.0000000000     1        1.0000000000        1.0000000000        1.0000000000
       10.9232000000        1.0000000000     1        1.0000000000        1.0000000000        1.0000000000
        9.7631800000        1.0000000000     1        1.0000000000        1.0000000000        1.0000000000
       22.0532000000        1.0000000000     1        1.0000000000        1.0000000000        1.0000000000
       33.1534000000        1.0000000000     1        1.0000000000        1.0000000000        1.0000000000
       24.8717000000        1.0000000000     1        1.0000000000        1.0000000000        1.0000000000
        9.5773700000        1.0000000000     1        1.0000000000        1.0000000000        1.0000000000
        9.5300700000        1.0000000000     1        1.0000000000        1.0000000000        1.0000000000
       17.9931000000        1.0000000000     1        1.0000000000        1.0000000000        1.0000000000
        9.9160000000        1.0000000000     1        1.0000000000        1.0000000000        1.0000000000
        2.5143500000        1.0000000000     1        1.0000000000        1.0000000000        1.0000000000
       15.1677000000        1.0000000000     1        1.0000000000        1.0000000000        1.0000000000
       10.7519000000        1.0000000000     1        1.0000000000        1.0000000000        1.0000000000
       24.8817000000        1.0000000000     1        1.0000000000        1.0000000000        1.0000000000
       21.2963000000        1.0000000000     1        1.0000000000        1.0000000000        1.0000000000
        6.0815200000        1.0000000000     1        1.0000000000        1.0000000000        1.0000000000
        1.9625500000        1.0000000000     1        1.0000000000        1.0000000000        1.0000000000
       10.9874000000        1.0000000000     1        1.0000000000        1.0000000000        1.0000000000
       22.9231000000        1.0000000000     1        1.0000000000        1.0000000000        1.0000000000
       20.3961000000        1.0000000000     1        1.0000000000        1.0000000000        1.0000000000
       18.0274000000        1.0000000000     1        1.0000000000        1.0000000000        1.0000000000
       19.7801000000        1.0000000000     1        1.0000000000        1.0000000000        1.0000000000
       30.9771000000        1.0000000000     1        1.0000000000        1.0000000000        1.0000000000
       16.5862000000        1.0000000000     1        1.0000000000        1.0000000000        1.0000000000
       20.6584000000        1.0000000000     1        1.0000000000        1.0000000000        1.0000000000
       21.8056000000        1.0000000000     1        1.0000000000        1.0000000000        1.0000000000
       21.5860000000        1.0000000000     1        1.0000000000        1.0000000000        1.0000000000
       27.1202000000        1.0000000000     1        1.0000000000        1.0000000000        1.0000000000
       11.4259000000        1.0000000000     1        1.0000000000        1.0000000000        1.0000000000
        7.5889800000        1.0000000000     1        1.0000000000        1.0000000000        1.0000000000
        1.3490100000        1.0000000000     1        1.0000000000        1.0000000000        1.0000000000
       20.9810000000        1.0000000000     1        1.0000000000        1.0000000000        1.0000000000
       14.7393000000        1.0000000000     1        1.0000000000        1.0000000000        1.0000000000
       21.6131000000        1.0000000000     1        1.0000000000        1.0000000000        1.0000000000
       18.7660000000        1.0000000000     1        1.0000000000        1.0000000000        1.0000000000
       28.0676000000        1.0000000000     1        1.0000000000        1.0000000000        1.0000000000
        6.5704100000        1.0000000000     1        1.0000000000        1.0000000000        1.0000000000
       15.8871000000        1.0000000000     1        1.0000000000        1.0000000000        1.0000000000
        1.0547700000        1.0000000000     1        1.0000000000        1.0000000000        1.0000000000
       16.7214000000        1.0000000000     1        1.0000000000        1.0000000000        1.0000000000
       25.4266000000        1.0000000000     1        1.0000000000        1.0000000000        1.0000000000
        8.9818800000        1.0000000000     1        1.0000000000        1.0000000000        1.0000000000
       18.0983000000        1.0000000000     1        1.0000000000        1.0000000000        1.0000000000
        5.1314900000        1.0000000000     1        1.0000000000        1.0000000000        1.0000000000
       18.0522000000        1.0000000000     1        1.0000000000        1.0000000000        1.0000000000
       28.7425000000        1.0000000000     1        1.0000000000        1.0000000000        1.0000000000
       20.3587000000        1.0000000000     1        1.0000000000        1.0000000000        1.0000000000
        3.1081000000        1.0000000000     1        1.0000000000        1.0000000000        1.0000000000
       17.7878000000        1.0000000000     1        1.0000000000        1.0000000000        1.0000000000
        8.5381700000        1.0000000000     1        1.0000000000        1.0000000000        1.0000000000
       20.9403000000        1.0000000000     1        1.0000000000        1.0000000000        1.0000000000
       18.4740000000        1.0000000000     1        1.0000000000        1.0000000000        1.0000000000
       16.6125000000        1.0000000000     1        1.0000000000        1.0000000000        1.0000000000
       21.2999000000        1.0000000000     1        1.0000000000        1.0000000000        1.0000000000
